disease_id,name_vi,name_en,chapter,main_topic_url,related_topics_count,related_topics_titles
ung_thu_te_bao_day,Ung thư tế bào đáy,Basal cell carcinoma,U da,https://dermnetnz.org/topics/basal-cell-carcinoma,118,Abrikossoff tumour | Abrikossoff tumour pathology | Acanthome à cellules claires | Ackerman tumour | Actinic elastosis | Actinic granuolma pathology | Adenocarcinoma cylindroid | Adenoid cystic eccrine carcinoma of skin | Aggressive digital papillary adenocarcinoma pathology | Aggressive trichofolliculoma | Anal cancer and anal canal cancer | Angiocentric T cell lymphoma pathology | Angioimmunoblastic lymphadenopathy | Angiotropic large cell lymphoma | Anogenital cellulitis of infancy/childhood | Anogenital squamous cell carcinoma | Autogenous haematopoietic stem cell transplantation | Bacterial cellulitis | Balanitis circumscripta plasmacellularis | Basal cell carcinoma dermatoscopy | Basal cell carcinoma in coloured skin | Basal cell carcinoma naevus syndrome | Basal cell carcinoma pathology | Basal cell naevus with comedones | Basal cell papilloma | Basal cell papilloma pathology | Basosquamous carcinoma | Bazex Dupre Christol syndrome | BCC - nodular images | Benign chronic T cell infiltrative disorder | Bowen disease of skin | Bowen disease of skin images | Bowen disease of the penis | Bowen disease of vulva | Bowen disease pathology | Cancer in situ of mouth | Cancer of the mouth | Carcinoma en cuirasse | Carcinoma en cuirasse pathology | Carcinoma of sebaceous gland | Cellular histiocytoma of skin pathology | Chediak Higashi like syndrome | Chickenpox pathology | Class I histiocytosis | Class II histiocytosis | Clear cell fibrous papule pathology | Clear cell mesenchymal neoplasm pathology | Combined cellular blue naevus and trichoepithelioma pathology | Congenital xanthoma tuberosum | Crosti lymphoma | CTCL images | CTCL pathology | Cutaneous B-cell lymphoma | Cutaneous marginal zone lymphoma | Cutaneous SCC in Asians | Cutaneous SCC pathology | Cutaneous small-medium pleomorphic T-cell lymphoma pathology | Cutaneous squamous cell carcinoma | Cutaneous squamous cell carcinoma dermoscopy | Cutaneous T-cell lymphoma | Digital papillary adenocarcinoma pathology | Dissecting cellulitus of the scalp | Eccrine carcinoma of the skin pathology | Eccrine porocarcinoma | Eccrine spiradenocarcinoma pathology | Eczema herpeticum | Eczema herpeticum images | Endocrine mucin-producing sweat gland carcinoma pathology | Eosinophilic cellulitis pathology | Excision margins and recurrence of basal cell carcinoma | Genetics of basal cell carcinoma | Giant cell arteritis | Giant cell fibroblastoma of the skin pathology | Giant cell fibroma | Giant cell reticulohistiocytosis | Giant cell tumour of tendon sheath pathology | Granular cell lipoma | Hereditary leiomyomatosis and renal cell cancer syndrome | Herpes varicella zoster | Is squamous cell carcinoma deadly? | Lymphoepithelial tumour of the skin pathology | Malignant degeneration in chronic wound | Mast cell hyperplasia | Mast cell naevus | Merkel cell carcinoma | Merkel cell carcinoma pathology | Metastatic adenocarcinoma pathology | Miscellaneous treatments and procedures to treat the skin | Mucinous carcinoma pathology | Multinucleate cell angiohistiocytoma pathology | Neurofollicular hamartoma pathology | Oral mucositis | PEComa pathology | Periungual Bowen disease images | Pilomatrical carcinoma | Plasma cell balanitis/vulvitis histology | Plasma cell balanitis/vulvitis images | Polymorphous sweat gland carcinoma pathology | Primary cutaneous anaplastic large-cell lymphoma | Primary cutaneous CD30 antigen positive large T-cell lymphoma | Primary cutaneous diffuse large B cell lymphoma pathology | Pseudocarcinomatous hyperplasia in anaplastic large cell lymphoma pathology | Reed naevus dermoscopy | Sebaceous carcinoma pathology | Spindle cell lipoma pathology | Spindle cell malignant melanoma | Spindle cell melanoma | Squamous cell carcinoma of limbs images | Squamous cell carcinoma of the ear images | Squamous cell carcinoma of the lip images | Squamous cell carcinoma on the face images | Squamous cell papilloma | Subcutaneous panniculitis-like T-cell lymphoma pathology | Trichilemmal carcinoma | Trichilemmal carcinoma pathology | Trichoblastic carcinoma | What does basal cell carcinoma look like? | What does squamous cell carcinoma look like?
ung_thu_te_bao_vay,Ung thư tế bào vảy,Squamous cell carcinoma,U da,https://dermnetnz.org/topics/cutaneous-squamous-cell-carcinoma,121,Abrikossoff tumour | Abrikossoff tumour pathology | Acanthome à cellules claires | Ackerman tumour | Actinic elastosis | Actinic granuolma pathology | Adenocarcinoma cylindroid | Adenoid cystic eccrine carcinoma of skin | Aggressive digital papillary adenocarcinoma pathology | Aggressive trichofolliculoma | Anal cancer and anal canal cancer | Angiocentric T cell lymphoma pathology | Angioimmunoblastic lymphadenopathy | Angiotropic large cell lymphoma | Anogenital cellulitis of infancy/childhood | Anogenital squamous cell carcinoma | Autogenous haematopoietic stem cell transplantation | Bacterial cellulitis | Balanitis circumscripta plasmacellularis | Basal cell carcinoma | Basal cell carcinoma dermatoscopy | Basal cell carcinoma in coloured skin | Basal cell carcinoma naevus syndrome | Basal cell carcinoma pathology | Basal cell naevus with comedones | Basal cell papilloma | Basal cell papilloma pathology | Basosquamous carcinoma | Bazex Dupre Christol syndrome | BCC - nodular images | Benign chronic T cell infiltrative disorder | Bowen disease of skin | Bowen disease of skin images | Bowen disease of the penis | Bowen disease of vulva | Bowen disease pathology | Cancer in situ of mouth | Cancer of the mouth | Carcinoma en cuirasse | Carcinoma en cuirasse pathology | Carcinoma of sebaceous gland | Cellular histiocytoma of skin pathology | Chediak Higashi like syndrome | Chickenpox pathology | Class I histiocytosis | Class II histiocytosis | Clear cell fibrous papule pathology | Clear cell mesenchymal neoplasm pathology | Combined cellular blue naevus and trichoepithelioma pathology | Congenital xanthoma tuberosum | Crosti lymphoma | CTCL images | CTCL pathology | Cutaneous B-cell lymphoma | Cutaneous marginal zone lymphoma | Cutaneous SCC in Asians | Cutaneous SCC pathology | Cutaneous small-medium pleomorphic T-cell lymphoma pathology | Cutaneous squamous cell carcinoma dermoscopy | Cutaneous T-cell lymphoma | Digital papillary adenocarcinoma pathology | Dissecting cellulitus of the scalp | Eccrine carcinoma of the skin pathology | Eccrine porocarcinoma | Eccrine spiradenocarcinoma pathology | Eczema herpeticum | Eczema herpeticum images | Endocrine mucin-producing sweat gland carcinoma pathology | Eosinophilic cellulitis pathology | Excision margins and recurrence of basal cell carcinoma | Familial multiple keratoacanthomas | Genetics of basal cell carcinoma | Giant cell arteritis | Giant cell fibroblastoma of the skin pathology | Giant cell fibroma | Giant cell reticulohistiocytosis | Giant cell tumour of tendon sheath pathology | Granular cell lipoma | Hereditary leiomyomatosis and renal cell cancer syndrome | Herpes varicella zoster | Is squamous cell carcinoma deadly? | LAST | Lymphoepithelial tumour of the skin pathology | Malignant degeneration in chronic wound | Mast cell hyperplasia | Mast cell naevus | Merkel cell carcinoma | Merkel cell carcinoma pathology | Metastatic adenocarcinoma pathology | Miscellaneous treatments and procedures to treat the skin | Mucinous carcinoma pathology | Multinucleate cell angiohistiocytoma pathology | Neurofollicular hamartoma pathology | Oral mucositis | PEComa pathology | Periungual Bowen disease images | Pilomatrical carcinoma | Plasma cell balanitis/vulvitis histology | Plasma cell balanitis/vulvitis images | Polymorphous sweat gland carcinoma pathology | Primary cutaneous anaplastic large-cell lymphoma | Primary cutaneous CD30 antigen positive large T-cell lymphoma | Primary cutaneous diffuse large B cell lymphoma pathology | Pseudocarcinomatous hyperplasia in anaplastic large cell lymphoma pathology | Reed naevus dermoscopy | Sebaceous carcinoma pathology | Spindle cell lipoma pathology | Spindle cell malignant melanoma | Spindle cell melanoma | Squamous cell carcinoma of limbs images | Squamous cell carcinoma of the ear images | Squamous cell carcinoma of the lip images | Squamous cell carcinoma on the face images | Squamous cell papilloma | Squamous intraepithelial lesion | Subcutaneous panniculitis-like T-cell lymphoma pathology | Trichilemmal carcinoma | Trichilemmal carcinoma pathology | Trichoblastic carcinoma | What does basal cell carcinoma look like? | What does squamous cell carcinoma look like?
ung_thu_hac_to,Ung thư tế bào hắc tố,Malignant melanoma,U da,https://dermnetnz.org/topics/melanoma,79,ABCDEFG of melanoma | About melanoma: for patients | Acquired hypertrichosis lanuginosa | Acral lentiginous melanoma | Acral lentiginous melanoma dermoscopy | Adamantiades Behcet disease | Adjuvant therapies for melanoma | Amelanotic melanoma | Amelanotic melanoma dermoscopy | Angiosarcoma | Angiotropic large cell lymphoma | Animal-type melanoma | Atypical melanocytic naevus | BAP-oma | Blood-based melanoma detection | Cancer metastasis to skin | Cancer of skin | Cancer of the mouth | Cancer of the vulva | Carcinoid syndrome | Childhood melanoma | Childhood melanoma pathology | Clark level 1 melanoma | Class III histocytoses | Cutaneous adverse effects of antimelanoma therapies | Defined antigen vaccines for melanoma | Degos disease | Desmoplastic malignant melanoma | Desmoplastic melanoma images | Diffuse melanosis cutis | Do I have melanoma? | Eccrine spiradenocarcinoma pathology | Electrical impedance spectroscopy for melanoma diagnosis | Eye melanoma | Genes and melanoma | Genetic testing for melanoma | Genetics of melanoma | Has my melanoma spread? | Histology of malignant melanoma | How is melanoma removed? | I have advanced melanoma: what now? | I have melanoma. What is my outlook? | Isolated limb perfusion for advanced melanoma | Juvenile melanoma | Lentiginous melanoma | Lentigo maligna and lentigo maligna melanoma | Lentigo maligna and lentigo maligna melanoma dermoscopy | Lymph node surgery for melanoma | Malignant basomelanocytic tumour pathology | Malignant degeneration in chronic wound | Malignant melanoma of nail apparatus | Malignant proliferating pilar tumour | Malignant synovioma | Melanocytic naevi and melanoma in pregnancy | Melanoma in skin of colour | Melanoma metastases | Melanoma of nail unit images | Melanoma research and clinical trials | Melanoma: what happens at the pathology laboratory? | Metastatic melanoma images | Metastatic melanoma of unknown origin | Mucosal melanoma | Myxofibrosarcoma pathology | Nail matrix melanoma pathology | Nodular malignant melanoma of the skin | Other melanoma resources | Primary dermal melanoma | Radiation therapy | Radiographic investigations in melanoma | Spindle cell malignant melanoma | Spindle cell melanoma | Superficial spreading melanoma | Surviving melanoma | Topical and intralesional immunotherapy for melanoma metastases | Treated melanoma pathology | Videos about Melanoma | What causes melanoma? Sunlight! | What is melanoma? An introduction | Who gets melanoma?
u_ong_tuyen_mo_hoi,U ống tuyến mồ hôi,Syringoma,U da,https://dermnetnz.org/topics/syringoma,6,Aggressive trichofolliculoma | Apocrine chondroid syringoma pathology | Combined cellular blue naevus and trichoepithelioma pathology | Desmoplastic trichoepithelioma | Epithelioma adenoides cysticum | Trichoepithelioma pathology
day_sung_long_ban_tay_chan_di_truyen,"Dày sừng lòng bàn tay, bàn chân di truyền",Inherited palmoplantar keratoderma,Bệnh da di truyền,,19,Acquired keratoderma | Acral erythema due to cytotoxic therapy | Acrokeratoelastoidosis | Acute palmoplantar eczeama | Aquagenic acrokeratoderma | Brunauer-Fohs-Siemens syndrome | CTCL palmoplantar variant | Diffuse hereditary palmoplantar keratodermas | Erythrokeratoderma | Hypertrophic palmoplantar psoriasis images | Idiopathic plantar hidradenitis | Keratosis palmaris et plantaris | Keratosis palmoplantaris Nagashima | Marginal acrokeratoderma | Non-pustular psoriasis of hands and feet | Palmar fibromatosis and plantar fibromatosis pathology | Palmoplantar pustulosis | Palmoplantar pustulosis images | Punctate-type palmoplantar keratoderma
ly_thuong_bi_bong_nuoc_bam_sinh,Ly thượng bì bọng nước bẩm sinh,Inherited epidermolysis bullosa,Bệnh da di truyền,https://dermnetnz.org/topics/epidermolysis-bullosa,23,Acquired epidermolysis bullosa | Angina bullosa haemorrhagica | Bart syndrome | Bart syndrome | Benign familial chronic pemphigus | Benign mucosal pemphigoid | BP pathology | Brunsting-Perry cicatricial pemphigoid | Brunsting-Perry cicatricial pemphigoid pathology | Dermatitis herpetiformis of pregnancy | Drug-induced pemphigus foliaceus | Dystrophic epidermolysis bullosa pruriginosa | Epidermolysis bullosa simplex | Familial benign chronic pemphigus pathology | Generalised intermediate junctional epidermolysis bullosa | IEN type IgA pemphigus | Paraneoplastic pemphigus | Paraneoplastic pemphigus pathology | Pemphigoid nodularis | Pemphigus foiiaceous pathology | Pemphigus foliaceous | Pemphigus vulgaris | Pemphigus vulgaris pathology
vay_phan_do_nang_long,Bệnh vảy phấn đỏ nang lông,Pityriasis rubra pilaris,Bệnh da di truyền,https://dermnetnz.org/topics/pityriasis-rubra-pilaris,19,Acute pityriasis lichenoides pathology | Atrophoderma vermiculatum | Chronic pityriasis lichenoides | Cradle cap | Dandruff | Dermatoscopy of tinea versicolor | Dermatosis papulosa adultorum | Follicular lichen planus | Frontal fibrosing alopecia | Keratomycosis nigricans | Keratosis pilaris atrophicans faciei | Keratosis pilaris images | Pityriasis alba | Pityriasis amiantacea | Pityriasis circinata | Pityriasis circinata et maculata | Pityriasis rubra pilaris pathology | Pityriasis versicolor | Pityriasis versicolor pathology
u_xo_than_kinh,U xơ thần kinh,Neurofibromatosis,Bệnh da di truyền,https://dermnetnz.org/topics/neurofibromatosis,1,MIM 162200 images
gai_den,Bệnh gai đen,Acanthosis nigricans,Bệnh da di truyền,https://dermnetnz.org/topics/acanthosis-nigricans,5,Acanthosis palmaris | Corynebacteria minutissimum infection | Erythrasma images | Erythrasma pathology | Keratomycosis nigricans
di_sung_nang_long,Dị sừng nang lông,Darier disease,Bệnh da di truyền,https://dermnetnz.org/topics/darier-disease,14,Benign familial chronic pemphigus | Benign lymphogranulomatosis of Schaumann | Darier disease pathology | Drug-induced pemphigus foliaceus | Epidermodysplasia verruciformis | Epidermodysplasia verruciformis pathology | Familial benign chronic pemphigus pathology | IEN type IgA pemphigus | Paraneoplastic pemphigus | Paraneoplastic pemphigus pathology | Pemphigus foiiaceous pathology | Pemphigus foliaceous | Pemphigus vulgaris | Pemphigus vulgaris pathology
vay_ca,Bệnh vảy cá,Ichthyosis,Bệnh da di truyền,https://dermnetnz.org/topics/ichthyosis,7,Axial osteosclerosis with bamboo hair | Bullous congenital ichthyosiform erythroderma | Congenital ichthyosis type 4 | Harlequin fetus | Ichthyosis images | Ichthyosis vulgaris | Kanikani
viem_da_dau_chi_ruot,Viêm da đầu chi-ruột,Acrodermatitis enteropathica,Bệnh da di truyền,https://dermnetnz.org/topics/acrodermatitis-enteropathica,5,Acrodermatitis chronica atrophicans | Acrodermatitis continua of Hallopeau | Acrodermatitis enteropathica-like conditions | Acrodermatitis of childhood | Gianotti-Crosti syndrome images
sarcoidosis,Sarcoidosis,Sarcoidosis,Bệnh da di truyền,https://dermnetnz.org/topics/sarcoidosis,5,Arthrocutaneouveal granulomatosis | Benign lymphogranulomatosis of Schaumann | Bilateral hilar lymph node sarcoidosis with erythema nodosum | Nodular sarcoidosis | Sarcoidosis pathology
bach_bien,Bệnh bạch biến,Vitiligo,Rối loạn sắc tố,,6,Chemical hypomelanosis | Depigmentation therapy for vitiligo | Dermatoscopy of vitiligo | Drug-induced leukoderma | Piebaldism | Surgical treatment of stable vitiligo
sam_da,Sạm da,Hyperpigmentation,Rối loạn sắc tố,,6,Acquired adrenocortical insufficiency | Acquired dermal macular hyperpigmentation | Acquired melanosis | Becker melanosis | Drug-induced abnormal pigmentation of skin | Idiopathic eruptive macular hyperpigmentation
ram_ma,Rám má,Melasma,Rối loạn sắc tố,https://dermnetnz.org/topics/melasma,1,Chloasma images
aphtose,Bệnh aphtose,Aphthosis,Các bệnh da khác,https://dermnetnz.org/topics/aphthous-ulcer,1,Adamantiades Behcet disease
benh_da_do_anh_sang,Bệnh da do ánh sáng,Photodermatosis,Các bệnh da khác,,1,Niacin deficiency
porphyrin_da,Bệnh porphyrin da,Cutaneous porphyria,Các bệnh da khác,,142,Acquired chronic mucocutaneous candidiasis | Acrochordon | Acrodermatitis chronica atrophicans | Actinophytosis | Actinophytosis pathology | Acute febrile mucocutaneous lymph node syndrome | Acute hepatic porphyrias | Acute mercury poisoning from fish | Adenoid cystic eccrine carcinoma of skin | Adverse cutaneous reaction to drug | Adverse cutaneous reactions to drugs | Adverse cutaneous reactions to psychotropic drugs | Adverse cutaneous reactions to vaccines | AL amyloidosis | Alcohol use and skin diseases | Angiomatosis oculo-orbital-thalamo-encephalic syndrome | Angiosarcoma | Antibiotic-induced rashes | Antiepileptic medicines | Bacterial cellulitis | Bairnsdale ulcer | Benign cutaneous lymphoid hyperplasia | Benign lymphogranulomatosis of Schaumann | Benign lymphoplasmacytic plaque | Bernhardt Rot syndrome | Busse Buschke disease | Calcinosis cutis | Calcinosis cutis pathology | Cancer metastasis to skin | Candidiasis pathology | Capillary vascular malformation | Cellular histiocytoma of skin pathology | Chronic cutaneous lupus erythematosus | Chronic infantile neurological | Congenital erythropoietic porphyria | Cornu cutaneum | Cornu cutaneum images | Creeping eruption pathology | Crohn disease of anogenital skin | Crohn disease of skin | Crosti lymphoma | CTCL images | CTCL pathology | Cutaneous abscess | Cutaneous adverse effects of antimelanoma therapies | Cutaneous adverse effects of checkpoint inhibitors | Cutaneous adverse effects of targeted anticancer therapies | Cutaneous adverse reactions to calcineurin inhibitors | Cutaneous amyloidosis | Cutaneous anatomy | Cutaneous B-cell lymphoma | Cutaneous bronchogenic cyst pathology | Cutaneous changes due to hepatotrophic viruses | Cutaneous collagenous vasculopathy | Cutaneous Crohn disease pathology | Cutaneous cysts and pseudocysts | Cutaneous diphtheria | Cutaneous dysaesthesia | Cutaneous effects of drugs of abuse | Cutaneous endometriosis | Cutaneous face mask and respirator reactions | Cutaneous fibrous histiocytoma | Cutaneous hepatic porphyria | Cutaneous larva migrans | Cutaneous livedo with nodules | Cutaneous lupus erythematosus | Cutaneous lupus erythematosus images | Cutaneous lymphadenoma disease pathology | Cutaneous lymphoid hyperplasia | Cutaneous manifestations of inflammatory bowel disease | Cutaneous marginal zone lymphoma | Cutaneous markers of internal malignancy | Cutaneous melanoma | Cutaneous meningospinal angiomatosis | Cutaneous microbiome | Cutaneous monosymptomatic delusional psychosis | Cutaneous mosaicism | Cutaneous mucinoses | Cutaneous myeloid sarcoma | Cutaneous myiasis | Cutaneous neurofibroma pathology | Cutaneous optical coherence tomography | Cutaneous plasmacytoma pathology | Cutaneous plasmacytosis | Cutaneous plasmacytosis pathology | Cutaneous SCC in Asians | Cutaneous SCC pathology | Cutaneous side effects of EGFR and protein kinase inhibitors | Cutaneous signs of trauma and death | Cutaneous small vessel vasculitis | Cutaneous small-medium pleomorphic T-cell lymphoma pathology | Cutaneous squamous cell carcinoma | Cutaneous squamous cell carcinoma dermoscopy | Cutaneous T-cell lymphoma | Cutaneous TB | Cutaneous tuberculosis images | Cutaneous tuberculosis pathology | Cutaneous vasculitis | Cutaneous viral warts | Dean Barnes syndrome | Degos disease | Dermato osteopoikilosis | Diffuse cutaneous erysipeloid | Drug induced chronic cutaneous LE | EBV-positive mucocutaneous ulcer | Electron beam radiation for cutaneous lymphoma | EPP pathology | Erythema multiforme images | Erythropoietic protoporphyria | Fat naevus | Fat naevus pathology | Florid cutaneous papillomatosis | Focal cutaneous mucinosis pathology | GA pathology | Hereditary coproporphyria | Hereditary leiomyomatosis and renal cell cancer syndrome | Hydroxycarbamide-induced skin ulcer | Indolent cutaneous CD8+ lymphoid proliferation pathology | Inflammation of subcutaneous fat | Intracutaneous test | Macular amyloidosis | Maculopapular cutaneous mastocytosis | Maculopapular cutaneous mastocytosis pathology | Neonatal subcutaneous fat necrosis | Neurocutaneous melanosis | Nodular lymphangitis | Paracoccidioidomycosis pathology | Phakomatosis pigmentovascularis | Plaque-like cutaneous mucinosis | Primary cutaneous amyloidosis pathology | Primary cutaneous anaplastic large-cell lymphoma | Primary cutaneous CD30 antigen positive large T-cell lymphoma | Primary cutaneous diffuse large B cell lymphoma pathology | Pseudoporphyria | Psychological effects of cutaneous lupus erythematosus | Reactive infectious mucocutaenous eruption | Recurrent cutaneous necrotising eosinophilic vasculitis | SCAR | Subacute cutaneous lupus erythematosus | Subcutaneous fat necrosis of the newborn pathology | Subcutaneous incisional surgery | Subcutaneous panniculitis-like T-cell lymphoma pathology
benh_da_nghe_nghiep,Bệnh da nghề nghiệp,Occupational skin disease,Các bệnh da khác,https://dermnetnz.org/topics/occupational-skin-disease,23,Allergic contact urticaria | Chemical hypomelanosis | Eczema due to housework | Gloves for hand protection | Occupational dermatitis among construction workers | Occupational skin disease associated with veterinary work | Occupational skin disease in agricultural workers | Occupational skin disease in beauty therapists | Occupational skin disease in chefs and restaurant workers | Occupational skin disease in cleaners | Occupational skin disease in day care workers | Occupational skin disease in dentists and dental technicians | Occupational skin disease in doctors and nurses | Occupational skin disease in florists | Occupational skin disease in food handlers | Occupational skin disease in hairdressers and barbers | Occupational skin disease in laboratory workers | Occupational skin disease in mechanics | Occupational skin disease in nail salon workers | Occupational skin disease in painters and decorators | Occupational skin disease in textile workers | Occupational skin disease in the chemical industry | Occupational skin disease in the printing industry
pellagra,Bệnh Pellagra,Pellagra,Các bệnh da khác,https://dermnetnz.org/topics/pellagra,0,
